URL,Response Code,News Error,Detected,Category,Platform,Last crawled
https://www.lehmans.com/p-1973-old-fashioned-pie-chain.aspx?pageNum=1,404,,7/3/16,Not found,Desktop,7/3/16
https://www.lehmans.com/product/efel-harmony-i-wood-heat-stove?show=all,404,,7/8/16,Not found,Desktop,7/15/16
https://www.lehmans.com/p-1111-pants-stretcher-large.aspx?show=all&OrderBy=6OrderBy=3show=allshow=allorderby3,404,,7/8/16,Not found,Desktop,7/8/16
https://www.lehmans.com/p-2633-stove-top-portable-oven.aspx?pageNum=1,404,,7/3/16,Not found,Desktop,7/3/16
https://www.lehmans.com/p-1273-kerosene-powered-chicken-egg-incubator.aspx?pageNum=1,404,,7/3/16,Not found,Desktop,7/3/16
https://www.lehmans.com/product/marine-12v-air-403-wind-turbine?show=all,404,,7/5/16,Not found,Desktop,7/18/16
https://www.lehmans.com/p-214-medicated-bismoline-powder.aspx?OrderBy=1&show=all,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-214-medicated-bismoline-powder.aspx?OrderBy=5&show=all,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-2325-industrial-grade-oil-can-with-flex-spout.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-214-medicated-bismoline-powder.aspx?OrderBy=4&show=all,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-4408-deluxe-steel-dutch-oven-lid-lifter.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/product/spacesaver-garden-bed?show=all,404,,7/19/16,Not found,Desktop,7/19/16
https://www.lehmans.com/p-1018-6-in-1-polar-fleece-hood.aspx?pageNum=1,404,,7/3/16,Not found,Desktop,7/3/16
https://www.lehmans.com/p-1652-reflector-oil-lamp.aspx?OrderBy=1&,404,,7/2/16,Not found,Desktop,7/2/16
https://www.lehmans.com/p-4872-jar-lifter.aspx?OrderBy=6&show=all,404,,7/3/16,Not found,Desktop,7/3/16
https://www.lehmans.com/p-5274-check-valve-weight-for-water-pumps.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-1330-union-salve.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-1034-white-liniment.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/product/mason-jar-light-covers/decor,404,,7/7/16,Not found,Desktop,7/7/16
https://www.lehmans.com/p-4439-professional-grade-gambrel.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-439-roller-mill-for-grain.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-1111-pants-stretcher-large.aspx?show=all&OrderBy=1OrderBy=3OrderBy=6OrderBy=4orderby3,404,,7/8/16,Not found,Desktop,7/8/16
https://www.lehmans.com/p-3440-pressing-bags-for-fruit-presses.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-364-electric-doorway-fan.aspx?pageNum=1,404,,7/3/16,Not found,Desktop,7/3/16
https://www.lehmans.com/p-4-practical-garden-carts.aspx?pageNum=1,404,,7/3/16,Not found,Desktop,7/3/16
https://www.lehmans.com/p-3507-roma-powdered-detergent.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/c-1-lights.aspx?utm_source=oil-lamps.net&utm_medium=default&utm_campaign=related/listing.htm,404,,6/30/16,Not found,Desktop,6/30/16
https://www.lehmans.com/p-1783-original-iodex-salve.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
https://www.lehmans.com/p-1245-square-stove-top-waffle-iron.aspx?pageNum=1,404,,7/4/16,Not found,Desktop,7/4/16
